UserID Group IGT
22 Control 18.0643
280 Control 17.061228
619 Control 20.863559
1134 Control 13.97078
469 Control 18.799801
1129 Control 21.749251
260 Control 26.223209
1531 Variant 21.567204
2217 Variant 26.370296
2513 Variant 17.039308
1702 Variant 23.774275
1774 Variant 22.331937
1387 Control 23.417842
180 Control 17.607911
2072 Variant 22.352427
2587 Variant 18.652118
997 Control 17.557717
1256 Control 24.518919
2444 Variant 24.140358
1782 Variant 15.931046
431 Control 24.561315
2103 Variant 24.411924
569 Control 23.040415
1500 Variant 21.786494
87 Control 26.484426
1758 Variant 12.547344
317 Control 16.94955
1230 Control 24.217995
2528 Variant 25.939679
354 Control 19.584438
1949 Variant 28.069447
1825 Variant 22.360991
42 Control 22.840309
1933 Variant 19.064291
1633 Variant 25.697036
1267 Control 12.559845
1939 Variant 12.928403
2266 Variant 13.478475
1456 Control 26.691439
1699 Variant 26.612655
1016 Control 26.714971
1943 Variant 23.097516
2098 Variant 20.879555
2180 Variant 27.071219
267 Control 21.545804
1014 Control 18.08939
1783 Variant 25.133507
931 Control 20.791001
855 Control 19.703967
264 Control 27.301859
1861 Variant 16.444382
812 Control 17.659122
263 Control 21.885292
1105 Control 20.278078
486 Control 17.156401
17 Control 20.619405
763 Control 21.196329
943 Control 25.439171
1584 Variant 42.957347
1374 Control 20.530192
1652 Variant 21.827194
2474 Variant 16.95212
2428 Variant 19.994743
1709 Variant 12.874515
14 Control 18.786255
637 Control 13.037713
954 Control 20.403124
